,datetime,open,high,low,close,volume,upper,lower,Change
57,2021-04-06,0.5536,0.5536,0.54708,0.5503,0.0,0.0,0.0065,0.0033
58,2021-04-05,0.5636,0.5636,0.51,0.5636,0.0,0.0,0.0536,0.0
59,2021-04-01,0.547,0.572,0.547,0.5536,0.0,0.025,0.0,-0.0066
60,2021-03-31,0.5,0.53,0.5,0.5195,0.0,0.03,0.0,-0.0195
61,2021-03-30,0.534,0.534,0.493,0.493,137000.0,0.0,0.041,0.041
62,2021-03-29,0.566,0.57,0.524,0.563,0.0,0.004,0.042,0.003
63,2021-03-26,0.6,0.6,0.5722,0.6,0.0,0.0,0.0278,0.0
64,2021-03-25,0.536,0.6,0.536,0.6,53868.0,0.064,0.0,-0.064
65,2021-03-24,0.527,0.532,0.493,0.493,0.0,0.005,0.034,0.034
66,2021-03-23,0.524,0.536,0.489,0.499,50.0,0.012,0.035,0.025
67,2021-03-22,0.544,0.56,0.505,0.56,5000.0,0.016,0.039,-0.016
68,2021-03-19,0.516,0.545,0.516,0.545,0.0,0.029,0.0,-0.029
69,2021-03-18,0.5,0.519,0.5,0.518,43712.0,0.019,0.0,-0.018
70,2021-03-17,0.509,0.532,0.5,0.527,1200.0,0.023,0.009,-0.018
71,2021-03-16,0.529,0.53,0.494,0.522,6800.0,0.001,0.035,0.007
72,2021-03-15,0.554,0.554,0.53,0.53,1500.0,0.0,0.024,0.024
73,2021-03-12,0.553,0.564,0.523,0.564,11000.0,0.011,0.03,-0.011
74,2021-03-11,0.577,0.577,0.55,0.564,7275.0,0.0,0.027,0.013
75,2021-03-10,0.54,0.5525,0.528,0.532,1300.0,0.0125,0.012,0.008
76,2021-03-09,0.54128,0.5487,0.54128,0.5487,0.0,0.0074,0.0,-0.0074
77,2021-03-08,0.5289,0.544,0.51,0.51,2520.0,0.0151,0.0189,0.0189
78,2021-03-05,0.5673,0.5673,0.544,0.544,2200.0,0.0,0.0233,0.0233
79,2021-03-04,0.57,0.577,0.5493,0.5493,0.0,0.007,0.0207,0.0207
80,2021-03-03,0.5833,0.604,0.583,0.603,600.0,0.0207,0.0003,-0.0197
81,2021-03-02,0.5838,0.61,0.5769,0.6,14490.0,0.0262,0.0069,-0.0162
82,2021-03-01,0.6,0.61,0.57,0.583,9630.0,0.01,0.03,0.017
83,2021-02-26,0.5896,0.624,0.569,0.624,2000.0,0.0344,0.0206,-0.0344
84,2021-02-25,0.6323,0.641,0.6102,0.618,1821.0,0.0087,0.0221,0.0143
85,2021-02-24,0.6164,0.64,0.608,0.6248,2000.0,0.0236,0.0084,-0.0084
86,2021-02-23,0.5909,0.5909,0.54,0.585,127127.0,0.0,0.0509,0.0059
87,2021-02-22,0.6034,0.637,0.6,0.6085,6828.0,0.0336,0.0034,-0.0051
88,2021-02-19,0.6701,0.685,0.6587,0.683,10600.0,0.0149,0.0114,-0.0129
89,2021-02-19,0.67,0.685,0.659,0.683,20900.0,0.015,0.011,-0.013
90,2021-02-18,0.6431,0.6889,0.6367,0.6889,300.0,0.0458,0.0064,-0.0458
91,2021-02-17,0.634,0.6783,0.634,0.6783,25054.0,0.0443,0.0,-0.0443
92,2021-02-16,0.661,0.9,0.65,0.6999,23693.0,0.239,0.011,-0.0389
93,2021-02-12,0.69,0.7,0.67,0.7,52414.0,0.01,0.02,-0.01
94,2021-02-11,0.7,0.74,0.7,0.74,37807.0,0.04,0.0,-0.04
95,2021-02-10,0.716,0.716,0.699,0.71,9615.0,0.0,0.017,0.006
96,2021-02-09,0.68,0.732,0.68,0.721,159844.0,0.052,0.0,-0.041
97,2021-02-08,0.69,0.7,0.66,0.696,11019.0,0.01,0.03,-0.006
98,2021-02-05,0.681,0.711,0.652,0.691,6608.0,0.03,0.029,-0.01
99,2021-02-04,0.707,0.711,0.686,0.711,5941.0,0.004,0.021,-0.004
