,datetime,open,high,low,close,volume,upper,lower,Change
74,2021-03-12,2.27,2.27,2.2,2.256,22194.0,0.0,0.07,0.014
75,2021-03-11,2.35,2.35,2.239,2.27,5192.0,0.0,0.111,0.08
76,2021-03-10,2.35242,2.35242,2.27,2.3291,10780.0,0.0,0.0824,0.0233
77,2021-03-09,2.32623,2.33,2.2333,2.328,34695.0,0.0038,0.0929,-0.0018
78,2021-03-08,2.37,2.41,2.2235,2.232,14173.0,0.04,0.1465,0.138
79,2021-03-05,2.34,2.45,2.18,2.356,74352.0,0.11,0.16,-0.016
80,2021-03-04,2.56,2.68,2.36,2.4,59243.0,0.12,0.2,0.16
81,2021-03-03,2.705,2.75,2.44,2.57,151758.0,0.045,0.265,0.135
82,2021-03-02,2.4,2.44,2.2868,2.39,31158.0,0.04,0.1132,0.01
83,2021-03-01,2.37,2.3799,2.27,2.36,25638.0,0.0099,0.1,0.01
84,2021-02-26,2.175,2.31,2.175,2.21,33763.0,0.135,0.0,-0.035
85,2021-02-25,2.49,2.49,2.2527,2.26,34531.0,0.0,0.2373,0.23
86,2021-02-24,2.35,2.41,2.26,2.39,42690.0,0.06,0.09,-0.04
87,2021-02-23,2.64,2.64,2.18198,2.28177,95476.0,0.0,0.458,0.3582
88,2021-02-22,2.45,2.5344,2.45,2.4601,13282.0,0.0844,0.0,-0.0101
89,2021-02-19,2.585,2.585,2.414,2.42,31940.0,0.0,0.171,0.165
90,2021-02-19,2.59,2.59,2.41,2.42,68400.0,0.0,0.18,0.17
91,2021-02-18,2.4999,2.63,2.4,2.46,94403.0,0.1301,0.0999,0.0399
92,2021-02-17,2.67,2.7,2.53,2.58,41603.0,0.03,0.14,0.09
93,2021-02-16,2.645,2.73,2.5,2.65,81576.0,0.085,0.145,-0.005
94,2021-02-12,2.747,2.75,2.5443,2.63,76144.0,0.003,0.2027,0.117
95,2021-02-11,2.65,2.72,2.5453,2.7,78377.0,0.07,0.1047,-0.05
96,2021-02-10,2.7,2.73,2.6255,2.6699,55715.0,0.03,0.0745,0.0301
97,2021-02-09,2.77,2.77,2.63,2.63,41015.0,0.0,0.14,0.14
98,2021-02-08,2.385,2.63,2.38,2.63,127372.0,0.245,0.005,-0.245
99,2021-02-05,2.419,2.419,2.33,2.3895,79293.0,0.0,0.089,0.0295
