,datetime,open,high,low,close,volume,upper,lower,Change
35,2021-04-08,1.52,1.52,1.52,1.52,0.0,0.0,0.0,0.0
36,2021-04-05,2.06,2.06,2.06,2.06,0.0,0.0,0.0,0.0
37,2021-03-30,1.45,1.45,1.45,1.45,0.0,0.0,0.0,0.0
38,2021-03-25,1.55,2.08,1.41,1.42,240.0,0.53,0.14,0.13
39,2021-03-24,1.56,1.56,1.56,1.56,0.0,0.0,0.0,0.0
40,2021-03-23,1.58,1.58,1.58,1.58,0.0,0.0,0.0,0.0
41,2021-03-22,1.58,1.64,1.58,1.64,0.0,0.06,0.0,-0.06
42,2021-03-19,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
43,2021-03-17,1.75,1.8,1.55,1.55,1185.0,0.05,0.2,0.2
44,2021-03-15,1.5,1.55,1.5,1.55,300.0,0.05,0.0,-0.05
45,2021-03-10,1.7,1.7,1.7,1.7,300.0,0.0,0.0,0.0
46,2021-03-09,1.7,2.02,1.65,1.65,3000.0,0.32,0.05,0.05
47,2021-03-05,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0
48,2021-03-04,1.55,1.55,1.55,1.55,0.0,0.0,0.0,0.0
49,2021-03-03,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
50,2021-03-02,1.74,2.02,1.74,1.74,125.0,0.28,0.0,0.0
51,2021-03-01,1.88,1.88,1.75,1.75,0.0,0.0,0.13,0.13
52,2021-02-26,2.02,2.02,1.77,1.799,0.0,0.0,0.25,0.221
53,2021-02-25,1.7,1.95,1.52,1.52,0.0,0.25,0.18,0.18
54,2021-02-24,1.8,1.8,1.52,1.52,0.0,0.0,0.28,0.28
55,2021-02-22,1.87,2.0,1.87,2.0,0.0,0.13,0.0,-0.13
56,2021-02-19,1.95,2.02,1.9,2.02,0.0,0.07,0.05,-0.07
57,2021-02-19,1.95,2.02,1.9,2.02,1200.0,0.07,0.05,-0.07
58,2021-02-17,2.02,2.02,1.76,1.95,2400.0,0.0,0.26,0.07
59,2021-02-16,2.02,2.02,2.02,2.02,0.0,0.0,0.0,0.0
60,2021-02-12,1.51,2.03,1.51,2.03,0.0,0.52,0.0,-0.52
61,2021-02-11,1.97,1.97,1.75,1.75,1000.0,0.0,0.22,0.22
62,2021-02-10,1.54,2.0,1.5,1.97,3092.0,0.46,0.04,-0.43
63,2021-02-09,1.54,1.55,1.39,1.4,100.0,0.01,0.15,0.14
64,2021-02-08,1.5,1.55,1.33,1.55,1539.0,0.05,0.17,-0.05
65,2021-02-05,1.21,2.0,1.21,1.35,25.0,0.79,0.0,-0.14
66,2021-02-04,1.35,1.74,1.35,1.5,4270.0,0.39,0.0,-0.15
67,2021-02-03,1.5,1.5,1.23,1.23,90.0,0.0,0.27,0.27
68,2021-02-02,1.21,1.21,1.21,1.21,0.0,0.0,0.0,0.0
69,2021-02-01,1.5,1.5,1.21,1.21,1940.0,0.0,0.29,0.29
70,2021-01-29,1.3,1.3,1.22,1.3,2300.0,0.0,0.08,0.0
71,2021-01-28,1.5,1.95,1.3,1.3,100.0,0.45,0.2,0.2
72,2021-01-27,2.0,2.0,1.3,1.3,2035.0,0.0,0.7,0.7
73,2021-01-26,1.4,2.0,1.29,1.75,4110.0,0.6,0.11,-0.35
74,2021-01-25,2.0,2.0,1.25,1.275,500.0,0.0,0.75,0.725
75,2021-01-22,1.3,1.3,1.3,1.3,5250.0,0.0,0.0,0.0
76,2021-01-21,1.25,1.3,1.22,1.25,4943.0,0.05,0.03,0.0
77,2021-01-20,1.4,2.0,1.37,2.0,4600.0,0.6,0.03,-0.6
78,2021-01-19,1.45,1.45,1.36,1.36,3935.0,0.0,0.09,0.09
79,2021-01-15,1.35,1.4,1.35,1.4,400.0,0.05,0.0,-0.05
80,2021-01-14,1.32,1.75,1.29,1.5,4923.0,0.43,0.03,-0.18
81,2021-01-13,2.0,2.0,1.5,1.5,10738.0,0.0,0.5,0.5
82,2021-01-12,1.0,1.35,1.0,1.35,200.0,0.35,0.0,-0.35
83,2021-01-11,1.01,1.01,1.01,1.01,927.0,0.0,0.0,0.0
