,datetime,open,high,low,close,volume,upper,lower,Change
70,2021-03-18,0.25296,0.2555,0.2318,0.2388,150876.0,0.0025,0.0212,0.0142
71,2021-03-17,0.2354,0.25,0.2253,0.245,168412.0,0.0146,0.0101,-0.0096
72,2021-03-16,0.27,0.27,0.225,0.2462,164644.0,0.0,0.045,0.0238
73,2021-03-15,0.21,0.3,0.195,0.2397,775481.0,0.09,0.015,-0.0297
74,2021-03-12,0.199,0.2363,0.1863,0.1951,963309.0,0.0373,0.0127,0.0039
75,2021-03-11,0.2553,0.2553,0.2068,0.2246,1396807.0,0.0,0.0485,0.0307
76,2021-03-10,0.263,0.2649,0.235,0.236,183038.0,0.0019,0.028,0.027
77,2021-03-09,0.2285,0.26733,0.2281,0.24521,278510.0,0.0388,0.0004,-0.0167
78,2021-03-08,0.2565,0.2565,0.2275,0.2327,316173.0,0.0,0.029,0.0238
79,2021-03-05,0.26855,0.29,0.2013,0.2307,1995260.0,0.0214,0.0672,0.0379
80,2021-03-04,0.29625,0.317,0.26,0.26706,606418.0,0.0207,0.0363,0.0292
81,2021-03-03,0.3,0.334,0.286,0.303,862031.0,0.034,0.014,-0.003
82,2021-03-02,0.3,0.3,0.265,0.286,398970.0,0.0,0.035,0.014
83,2021-03-01,0.27,0.2768,0.246,0.2608,484643.0,0.0068,0.024,0.0092
84,2021-02-26,0.27655,0.2774,0.2401,0.272,326370.0,0.0008,0.0365,0.0045
85,2021-02-25,0.33,0.33,0.26,0.27,766138.0,0.0,0.07,0.06
86,2021-02-24,0.249,0.29,0.2338,0.28595,665911.0,0.041,0.0152,-0.0369
87,2021-02-23,0.306,0.306,0.2005,0.2478,1671372.0,0.0,0.1055,0.0582
88,2021-02-22,0.2975,0.3764,0.2703,0.29,2534639.0,0.0789,0.0272,0.0075
89,2021-02-19,0.189,0.3194,0.165,0.26,3745629.0,0.1304,0.024,-0.071
90,2021-02-19,0.189,0.319,0.165,0.26,3838400.0,0.13,0.024,-0.071
91,2021-02-18,0.184,0.2,0.1783,0.18,1550483.0,0.016,0.0057,0.004
92,2021-02-17,0.184,0.1965,0.17,0.1772,656683.0,0.0125,0.014,0.0068
93,2021-02-16,0.1598,0.1851,0.149,0.18,2188340.0,0.0253,0.0108,-0.0202
94,2021-02-12,0.17,0.17,0.146,0.1519,292517.0,0.0,0.024,0.0181
95,2021-02-11,0.1589,0.1589,0.1404,0.1477,174052.0,0.0,0.0185,0.0112
96,2021-02-10,0.1522,0.174,0.145,0.157,145540.0,0.0218,0.0072,-0.0048
97,2021-02-09,0.1752,0.1752,0.14826,0.15225,700616.0,0.0,0.0269,0.0229
98,2021-02-08,0.1924,0.1924,0.164,0.172,425343.0,0.0,0.0284,0.0204
99,2021-02-05,0.1597,0.174,0.159,0.1631,550469.0,0.0143,0.0007,-0.0034
